index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,w***0,是看到抖音有人推荐过来买的，用了几天也还看不出效果，这个味道稍微重了一点，送的精华也是一个味道，是中药味吗,2021-05-10 07:48:22,Null,Null,Null,True,1131797405642,True,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
2,思***之,第一次购买这家的面霜，上次用相宜本草感觉还是初中的时候，是老国货了。听朋友说这款霜的效果很好，自己也在x书上做了功课，感觉还不错，先用用看，有效果再评价,2021-05-06 17:41:13,Null,Null,Null,True,1132219395770,False,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
3,假***0,整体评价：上学时一直用相宜本草，十多年没有用过了，现在看见国产越来越好真的挺高兴的！ 我本身对这种真空罐面霜就特别有好感，干净卫生。面霜的质地也是很轻薄的，我这种干皮在夏天也足够用。味道是中药味，我自己能接受。 产品本身没啥可挑的，只是现在活动弄的很麻烦，赠品也不知道赠不赠，怎么赠&hellip;麻烦麻烦。,2021-05-07 10:04:32,Null,Null,Null,True,1132284203870,True,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
4,5***a,我觉得好用，主要清爽不油腻，保湿也不错，这是别人推荐的，脸干厚厚涂，第二天感觉真的不错而且这个送了好多小样，用着也不错😁,2021-05-13 16:01:48,Null,Null,Null,True,1132243109060,False,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
5,2***j,大哥推荐的东西，真的是不会踩雷，巨好用，真的绝绝子了，晚上感觉皮肤状态不好，厚厚敷一层，第二天，皮肤立刻满血复活，也不愧是老牌子了，真的不输很多大牌护肤品，适合自己的才是最好的🉑,2021-05-11 09:45:03,Null,Null,Null,True,1132804947487,False,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
6,q***0,质地手感：比较丝滑，一点不油腻 保湿控油效果：感觉更适合油皮,2021-05-11 23:10:26,Null,Null,Null,True,1132493278684,True,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
7,墨***s,送的精华原来是会员才能领，收到发现没有才知道我没看清楚，客服小黄马上给我办了会员，还答应给补发赠品，服务态度真的是有史以来最好的一家~面霜滋润不油，秒杀以前用过的外国大牌，国货牛鼻啊,2021-05-10 13:04:11,Null,Null,Null,True,1131396076172,False,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
8,杨***5,整体评价：我是被张凯毅种草的，送了超级多赠品，一级棒。面霜一点多不油腻，怕黏的姐妹可以冲！抹上一会就是滑滑的那种，完全没有不适感。味道有一点参味，可能有人不太喜欢，不过过一会就没味了。效果还没有看出来，不过使用感受非常好。,2021-05-08 14:55:34,Null,Null,Null,True,1131158772157,True,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
9,t***4,保湿控油效果：好，春天不干 质地手感：绵柔 我的肤质：混油 整体评价：使用效果超预期，赠品还超多，准备再买一瓶,2021-05-12 08:44:53,Null,Null,Null,True,1132921495315,True,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
10,1***a,很好用 第二天起来 脸滑滑的 水嫩Q弹  小羊客服超赞的 ～么么哒,2021-05-10 14:20:04,面霜很好用 有补发了精华 爱了爱了 超爱客服小羊的～,2021-05-13 16:01:16,3,True,1131407056113,False,面霜,化妆品净含量:50g,【520礼物】相宜本草红景天焕亮修护抗氧乳霜滋养抗初老保湿面霜,tmall,https://detail.tmall.com/item.htm?id=637500752989&ns=1&abbucket=6
