index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,布***4,整体评价：用过的最不一样的面霜，本身混油皮，一直不喜欢油腻的护肤品，这一款真是挺出乎意料的好用！ 美白效果：还没发现可以美白，再用一段时间看看 保湿控油效果：保湿，刚用不长时间，比较油 质地手感：霜体挺结实， 吸收效果：用过几天后觉得还不错 我的肤质：混油皮,2021-05-12 19:47:14,Null,Null,Null,True,1132598542102,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
2,h***8,整体评价：还可以第一次使用 美白效果：它是保湿修复的 质地手感：不错很舒服，很好推开， 希望它可以修复我的鼻翼两侧红血丝,2021-05-03 22:31:27,Null,Null,Null,True,1130536656705,False,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
3,好***8,整体评价：第一次用这款霜，整体感觉不错，不比某些外国大牌差，非常的滋润，我是t部位偏油，属于混合性皮肤，非常适合 ，推荐购买！,2021-05-06 08:28:58,Null,Null,Null,True,1131727202475,False,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
4,夏***萏,日常囤货，林清轩我的皮肤比较对路，我很喜欢。 我是油痘肌，皮肤其实干，但是营养吃不进去。这牌子的护肤品用了不觉得干，挺保湿的，然后又有修复痘印的功效。喜欢。,2021-05-14 22:49:32,Null,Null,Null,True,1132417981025,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
5,h***6,不错，回购的，擦脸水嫩不油腻,2021-05-10 21:45:36,Null,Null,Null,True,1132772099672,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
6,宝***6,整体评价：挺满意的  吸收的挺快  也不油腻 挺清爽的  夏天用还挺好的,2021-05-14 14:00:12,Null,Null,Null,True,1133217059263,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
7,j***c,薇娅直播抢的，非常滋润，超级好用，适合我这种大干皮，国货之光。,2021-05-11 11:30:51,Null,Null,Null,True,1132819927762,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
8,冰***宝,超级喜欢这款霜的味道！质地像快融化的冰淇淋。很容易涂抹吸收，期待长期使用的效果。,2021-05-04 11:28:26,Null,Null,Null,True,1131467498666,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
9,弹***u,保湿效果确实还是不错的，味道也好闻，其他的功能暂时还是感觉不到的，这个品牌那么火，我再慢慢入其他产品体验一下吧,2021-05-12 18:51:29,Null,Null,Null,True,1131694544327,False,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
10,初***画,保湿效果很好，不厚重不油腻，睡前涂一涂，保护皮肤,2021-05-08 20:58:41,Null,Null,Null,True,1132098434739,True,面霜,化妆品净含量:50ml,【薇娅推荐】林清轩山茶花修护滋养霜50ml 保湿面霜精华霜修护霜,tmall,https://detail.tmall.com/item.htm?id=609909287793&ns=1&abbucket=6
