index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,t***8,超级优惠，比在免税店便宜。是正品无误,2021-05-11 11:39:07,Null,Null,Null,True,1132409714830,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
2,大***鱼,此用户没有填写评论!,2021-02-21 10:37:06,好用易吸收，天猫国际货真性价比还高。,2021-05-10 16:11:43,93,True,1132730547761,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
3,t***2,此用户没有填写评论!,2021-03-09 15:11:12,是正品，很好用，效果好,2021-05-09 22:24:17,76,True,1132232314330,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
4,紫***e,整体评价：挺好的，质地比较轻，像是正品,2021-05-14 18:42:30,Null,Null,Null,True,1132844638482,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
5,a***t,给老妈买的。自己试用了几天。特别棒。！量也挺多的。很划算！,2021-05-07 11:06:25,Null,Null,Null,True,1132294599108,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
6,永***止,很不错，特别好吸收，清爽不油腻,2021-05-05 12:40:16,Null,Null,Null,True,1131605626585,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
7,l***6,此用户没有填写评论!,2021-04-20 07:33:34,很好用的一款产品,2021-05-14 05:58:37,38,True,1132299613201,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
8,无***默,挺好的，和以前买的一样，应该是正品,2021-05-07 15:32:58,Null,Null,Null,True,1131032896257,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
9,紫***0,此用户没有填写评论!,2020-12-06 15:39:14,一如既往的好用,2021-05-12 18:17:10,172,True,1133000539985,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
10,c***7,用过小样后被种草的，这款精华真心不错，很好吸收，不油腻，上脸后皮肤特别光滑，保湿效果也不错，是我会一直回购的产品，除了价格贵一点，没有别的毛病，好评！,2021-04-27 23:28:09,Null,Null,Null,True,1130284365031,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
11,郭***啦,用了10几天了，真是特别好用，不油腻，而且皮肤现在的毛孔越来越细了。皮肤状态也特别好！！！,2021-05-04 23:24:14,Null,Null,Null,True,1131553222003,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
12,y***1,使用感很好，很满意！,2021-05-08 21:46:55,Null,Null,Null,True,1131209716922,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
13,t***3,宝贝收到 保湿控油效果：发货快，包装精美，5颗星，第一次用，效果好了会追评，,2021-05-03 13:00:29,Null,Null,Null,True,1130909905282,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
14,陈***2,还可以 比较清爽 适合夏天,2021-04-21 12:45:37,Null,Null,Null,True,1129008220326,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
15,北***y,对比了之前的和小红书上的真伪是真的，扫码也能扫出来,2021-05-03 18:04:16,Null,Null,Null,True,1130511328373,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
16,t***2,此用户没有填写评论!,2021-01-02 14:08:28,我一直是抱着相信天猫国际的态度，直到用这瓶兰蔻小黑瓶，假的啊！我刚用完专柜买的，开这瓶天猫国际的完全不是一个味道，这里的很大酒精味，上脸感受也不一样，劝仙女们尽量选择免税店或者专柜，用在脸上的东西不能开玩笑,2021-05-06 20:56:19,139,True,1130942572404,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
17,琴***r,保湿控油效果：挺保湿,2021-04-18 10:43:41,Null,Null,Null,True,1129479198838,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
18,s***陆,一直用这个品牌。滋润不油腻，喜欢。,2021-04-26 12:10:46,Null,Null,Null,True,1130922247591,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
19,y***y,商品划算，待使用后，如果感觉良好，会继续购买和点评的。,2021-04-24 14:22:03,Null,Null,Null,True,1130682959156,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
20,密***i,一直在用香港买的一代小黑瓶，二代的气味有点区别，外观对比了网上的真假鉴定，希望是正品,2021-05-14 15:35:27,Null,Null,Null,True,1132366645319,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
21,w***安,活动优惠划算，满意,2021-04-16 22:46:59,Null,Null,Null,True,1129328110644,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
22,触***5,滋润好吸收,2021-04-26 12:59:35,Null,Null,Null,True,1129641052899,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
23,北***2,刚开始用，感觉很不错，吸收很快,2021-04-15 09:46:11,Null,Null,Null,True,1129101382627,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
24,蒙***6,好用，想买的美美们可以放心购买,2021-04-23 09:43:41,Null,Null,Null,True,1129235316383,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
25,t***3,第二次回购了,2021-04-26 08:51:41,Null,Null,Null,True,1130047057329,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
26,王***2,用完看效果吧,2021-04-19 10:50:15,Null,Null,Null,True,1128733156380,False,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
27,慕***苒,整体评价：还行吧。 美白效果：刚开始用，不知道效果 保湿控油效果：不清楚。 质地手感：轻盈水润好推开。 吸收效果：不错。 我的肤质：混油 没有看到生产日期。,2021-04-27 19:35:26,Null,Null,Null,True,1130709390165,True,精华,化妆品净含量:100g/mL,Lancome/兰蔻第二代小黑瓶肌底精华液100ml面部补水修护提亮保湿,tmall,https://detail.tmall.com/item.htm?id=616693058954&ns=1&abbucket=6
