index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,t***1,价格非常合适！用起来还不错,2021-05-11 11:04:15,Null,Null,Null,True,1132404742953,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
2,g***p,正品，真心划算！,2021-05-05 19:28:16,Null,Null,Null,True,1131678206641,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
3,娜***达,正品无疑噢！,2021-05-07 22:27:37,Null,Null,Null,True,1131977430780,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
4,吕***3,用后来评价是真的！以后我会常来的，因为比实体店便宜很多，加入购物车亲们打折时购买更划算。,2021-05-02 10:56:11,Null,Null,Null,True,1130781229462,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
5,端***沉,挺好的，用起来感觉不错，效果要看长期了,2021-05-02 17:02:06,Null,Null,Null,True,1131275702656,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
6,h***1,看着还行,2021-04-28 10:54:22,Null,Null,Null,True,1131164435809,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
7,侠***8,效果不错,2021-04-28 13:16:28,Null,Null,Null,True,1130780434624,False,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
8,g***8,实付692左右，感觉在天猫超市买挺划算的,2021-04-16 22:56:49,Null,Null,Null,True,1129328958399,True,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
9,沙***y,暴力快递，还好里面包装很好没用影响到商品。眼霜我打开闻了一下，有浓烈的酒精味，以前也没买过，不知道是不是正常的。,2021-05-11 18:32:40,Null,Null,Null,True,1131568796822,False,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
10,p***i,感觉还不错！得长期使用！,2021-04-23 21:53:00,Null,Null,Null,True,1129768569375,False,眼霜,化妆品净含量:20g/mL,Lancome/兰蔻新菁纯臻颜焕亮眼霜20ml滋润修护/淡化干纹细纹 抗皱,tmall,https://detail.tmall.com/item.htm?id=623602543357&ns=1&abbucket=6
