index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,c***亲,好吸收 轻薄 有赠湿润感不错,2021-05-11 20:20:17,Null,Null,Null,True,1132477086719,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
2,依***道,还行,2021-05-09 10:48:40,Null,Null,Null,True,1132144266340,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
3,t***3,送了两个小样，很划算，可以尽情涂了,2021-05-14 07:21:49,Null,Null,Null,True,1133166291111,False,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
4,h***7,给妈妈买的，和旗舰店一样品质，性价比高,2021-05-14 22:53:54,Null,Null,Null,True,1131971608655,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
5,米***雅,好用，便宜大碗不心疼，全脸都可以使，送男友的佳品,2021-05-08 16:45:32,Null,Null,Null,True,1131175352565,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
6,于***6,包装好，高大上。气味淡雅，保湿滋润，效果很好。真是一分价钱一分货。还送了两个小样，和日霜。很划算了，用完再来。,2021-05-06 09:31:23,Null,Null,Null,True,1131737318012,False,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
7,v***2,不错不错很快,2021-05-14 15:52:46,Null,Null,Null,True,1132820198922,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
8,凸***x,挺好吸收的，比较清爽。,2021-05-08 10:32:17,Null,Null,Null,True,1132013494925,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
9,朱***7,活动入手的，太划算了！,2021-05-01 22:00:51,Null,Null,Null,True,1130743753747,True,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
10,v***e,赠品多多，觉得很合适,2021-04-28 07:18:17,Null,Null,Null,True,1130292541645,False,眼霜,化妆品净含量:20g/mL,欧莱雅紫熨斗眼霜玻色因补水保湿高保湿抗皱淡化细纹眼袋紧致20ml,tmall,https://detail.tmall.com/item.htm?id=598911806874&ns=1&abbucket=6
