index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,苏***y,是正品，跟我之前在旗舰店买的一样。做活动还是很划算的。,2021-05-09 16:20:13,Null,Null,Null,True,1132189518980,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
2,一***龙,满意，比兰蔻店里买的还便宜点，同样优惠，还可以使用优惠券在加上88会员，点赞,2021-05-09 12:35:26,Null,Null,Null,True,1132157534793,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
3,s***i,应该是正品，还没用，风评很好，希望有用,2021-05-13 16:10:07,Null,Null,Null,True,1133107707449,False,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
4,l***m,和免税店买的一样 之后会回购,2021-05-03 11:23:40,Null,Null,Null,True,1130457296858,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
5,t***咪,还没用，价格还是很划算的,2021-05-07 00:48:43,Null,Null,Null,True,1131852574177,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
6,t***0,使用效果：用用看,2021-05-05 23:53:02,Null,Null,Null,True,1131259269958,False,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
7,张***j,回购多次,2021-05-04 17:43:11,Null,Null,Null,True,1131519134543,False,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
8,w***2,一直用这个眼霜好用的一笔，去眼袋黑眼圈很牛，也可以减少眼部细纹，试过很多种眼霜这个对我最有效。,2021-05-03 22:21:07,Null,Null,Null,True,1131834339820,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
9,昆***三,相当于买一送一 活动叠加会员优惠很划算,2021-05-01 00:14:09,Null,Null,Null,True,1130197108438,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
10,n***1,感觉确实有用！！坚持一段时间再来评价,2021-04-28 00:51:49,Null,Null,Null,True,1131136747754,False,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
11,i***2,买来送人 物流很快,2021-05-07 18:26:07,Null,Null,Null,True,1131951346815,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
12,只***y,东西很好,2021-05-02 08:21:22,Null,Null,Null,True,1130320052222,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
13,青***z,味道很香不油腻 效果还要考察,2021-04-20 12:43:48,Null,Null,Null,True,1130157543255,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
14,躺***猫,很快就到啦，颜色味道包装是正品的样子！,2021-04-22 16:38:45,Null,Null,Null,True,1129167828764,False,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
15,1***k,感觉非常划算呢，相当于买一送一了，88vip还有折扣。然后包装比较简单，但是用着还不错的。,2021-04-29 09:09:39,Null,Null,Null,True,1129975716969,True,眼霜,,Lancome/兰蔻新肌底精华发光眼霜15ml+5ml*3淡化黑眼圈小黑瓶眼霜,tmall,https://detail.tmall.com/item.htm?id=641182874690&ns=1&abbucket=6
