index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,a***丨,"不愧是发光眼霜,价格很实在,涂上后很细腻滋润,不会跟雅诗兰黛那样腻歪,值得回购,强烈推荐,姐妹们冲鸭姐妹们冲鸭姐妹们冲鸭姐妹们冲鸭姐妹们冲鸭姐妹们冲鸭姐妹们冲鸭",2021-05-07 21:44:01,Null,Null,Null,True,1131523801025,False,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
2,小***4,非常好，不错。,2021-05-11 08:56:31,Null,Null,Null,True,1132386942269,True,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
3,t***9,收到了，包装可以的，严密紧致，还没有用，等用了后看效果，但愿不过敏，再来评价。,2021-05-07 16:38:19,Null,Null,Null,True,1131042732643,False,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
4,鹅***者,是正品好用,2021-05-08 16:20:39,Null,Null,Null,True,1131615157402,True,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
5,阵***琳,速度快,2021-04-23 15:15:14,Null,Null,Null,True,1130164386658,True,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
6,m***4,第一次用兰蔻眼霜，价格合适，用后评价,2021-04-17 14:38:32,Null,Null,Null,True,1129790507789,True,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
7,智***c,第一次买，试用中。,2021-04-25 22:48:13,Null,Null,Null,True,1130028569424,False,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
8,z***8,此用户没有填写评论!,2021-03-17 19:14:05,老婆很喜欢，正品！点赞👍,2021-03-29 18:58:30,26,True,1126562109230,False,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
9,s***1,很好用 不会太轻薄 也不会太厚重 正正好,2021-03-31 17:33:45,Null,Null,Null,True,1127649863125,True,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
10,h***8,暂时在查看效果 主要想淡化法令,2021-03-31 20:56:41,Null,Null,Null,True,1127277746418,False,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
11,黑***9,用着还行,2021-04-13 23:09:57,Null,Null,Null,True,1129356571167,False,眼霜,化妆品净含量:15g/ml,【国内专柜】兰蔻发光眼霜小黑瓶肌底精华眼霜15ml保湿眼部细纹,tmall,https://detail.tmall.com/item.htm?id=626482394003&ns=1&abbucket=6
