index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,朱***6,宝贝收到十分满意！用了几天后评价：皮肤干燥的我，用后不紧绷，不油腻，淡淡的清香味！爆赞！,2021-05-12 18:47:58,Null,Null,Null,True,1132141101395,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
2,淘***2,"TT性价比超高,使用效果：充满活力,买护肤品还是认准官方旗舰店,一直就钟爱这款醒肤露和洗面奶,好评！值得推荐,喜欢用纸的包装,一大堆小样方便携带,实惠、实用,以后还会光临,送的赠品也是完美无瑕！xhy",2021-05-07 17:44:00,Null,Null,Null,True,1131052924615,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
3,t***0,不错正品，强力推荐,2021-05-10 22:22:56,Null,Null,Null,True,1132364210726,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
4,t***9,整体评价：买好几次了，非常满意 产品特点：擦上感觉很舒服 使用效果：效果很好,2021-05-10 19:32:15,Null,Null,Null,True,1132757207676,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
5,r***5,上班脸太干，放办公室需要时用一下，方便,2021-05-12 14:57:14,Null,Null,Null,True,1132560430347,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
6,霓***年,买买买买买，大促实惠，可以用一段时间了，产品品质没的说，适用任何肤质，男孩子的首选护肤品牌！保质期也很久，包装精美，非常满意！,2021-05-08 11:51:31,Null,Null,Null,True,1131575321454,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
7,t***5,✨实惠🍂、实用，喜欢用纸的包🍂装，一直🌸在用这款，以后就在你家买了哈🍂哈，很不﻿✨错的一次购物体验，比🍓以前环保许多，且有很多🍃赠品，第二次购买了家人非常满意🌴喜欢！产品特点：用下来不油腻很清爽，特别满意！熟悉的味道！很喜欢这款润肤露的味道✨,2021-04-16 15:21:33,Null,Null,Null,True,1129676043050,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
8,路***熊,此用户没有填写评论!,2020-12-13 20:30:12,用了很久才评价，体验感很好，不油腻且保湿性能优异，很喜欢～推荐～,2021-05-12 15:22:47,164,True,1132976499271,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
9,休***9,确实很好，我这老皮有效果啦,2021-05-13 20:46:44,Null,Null,Null,True,1132728522972,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
10,鬼***枝,已经是第四次购买了，对象说用起来皮肤很清爽不油腻，很舒服,2021-05-12 14:16:22,Null,Null,Null,True,1132967087108,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
11,1***涵,一直都在用这个产品，喜欢它的味道和它的品质，值得拥有！,2021-05-03 14:12:36,Null,Null,Null,True,1131775603740,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
12,v***格,质量很好，收到货第一时间打开用了，很不错，很满意,2021-05-10 23:21:21,Null,Null,Null,True,1132369342253,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
13,橘***3,一直就钟爱这款醒肤露和洗面奶，每次拍都送两小瓶醒肤露和一瓶洗面奶，长期用了脸部肌肤自然有光泽，显示出男士的清爽和活力！,2021-04-28 14:24:27,Null,Null,Null,True,1130789778150,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
14,1***人,老顾客了一直用这个牌子，非常好用，,2021-05-12 20:10:34,Null,Null,Null,True,1132149777179,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
15,h***6,快递很给力，味道淡雅适合男士，不油腻清爽适中,2021-05-13 07:27:00,Null,Null,Null,True,1133041635174,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
16,t***5,刚用过，挺好,2021-05-07 00:17:02,Null,Null,Null,True,1131851030815,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
17,l***3,做活动一下买了5瓶，一直在使用这个牌子。,2021-05-14 08:42:28,Null,Null,Null,True,1133171563546,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
18,守***2,物美价廉，老顾客了，用了很久了，效果不错。,2021-05-13 15:57:09,Null,Null,Null,True,1132692910516,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
19,t***2,醒肤露很好用，送的赠品也是完美无瑕！㊗️卖家越做越好，财源滚滚！！,2021-05-03 18:44:06,Null,Null,Null,True,1131813583108,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
20,x***9,送给朋友的，刚好看到有直播，立马入了，还送了6个小样，真的太划算了。,2021-05-12 23:16:34,Null,Null,Null,True,1131720068441,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
21,t***6,刚好做活动，价格便宜了很多，性价比超高，真的特别划算,2021-05-03 09:04:08,Null,Null,Null,True,1131327734968,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
22,小***3,老公一直用这个品牌的护肤品，保湿效果很好。味道也好闻,2021-05-12 10:11:44,Null,Null,Null,True,1132933391139,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
23,健***4,一直在用这款，老公很喜欢，赶上搞活动买，价格便宜还有赠品，聚划算！,2021-05-11 06:05:54,Null,Null,Null,True,1131481604901,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
24,t***s,不错，相当满意！,2021-05-14 22:33:02,Null,Null,Null,True,1132416413402,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
25,t***1,买过挺多次了，用着挺舒服的，整体效果非常好,2021-05-07 15:56:13,Null,Null,Null,True,1131929234227,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
26,鲁***x,已经买过几次这个醒肤露了，效果还是一如既往的好,2021-05-08 13:38:43,Null,Null,Null,True,1131146876304,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
27,永***月,清爽，味道好闻,2021-05-10 14:27:08,Null,Null,Null,True,1131853393050,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
28,紫***4,一直都在用这个牌子，还不错的，这次又是满满一盒能用好久啦,2021-05-08 22:35:38,Null,Null,Null,True,1131658349121,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
29,u***5,老公一直用的这个面霜，正品！这次活动很划算，还送了小样，赞！,2021-05-06 15:31:01,Null,Null,Null,True,1132199651892,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
30,t***4,货真价实，平时都在沃尔玛买的，这一次在淘宝上买！,2021-05-12 17:58:22,评了又要我们加会员，纯粹是哄，骗！,2021-05-12 18:03:38,0,True,1132135397043,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
31,q***1,挺滋润，补水，美白效果也挺好。,2021-05-14 08:28:31,Null,Null,Null,True,1131859492766,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
32,t***5,非常不错，一直用的这个牌子，五一买了送的东西很多,2021-05-08 19:31:19,Null,Null,Null,True,1132089186939,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
33,林***4,很好，涂上去很清爽。,2021-05-14 11:27:20,Null,Null,Null,True,1132331645701,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
34,趁***3,已经是第4次买了，还是一如既往得好。这次送的礼品赠送比上次更多！用完后还会来这里买！,2021-05-05 18:10:11,Null,Null,Null,True,1130773368934,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
35,t***8,产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验,2021-05-14 12:05:58,Null,Null,Null,True,1133201207274,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
36,舜***店,前段时间买一瓶用了一下，感觉不错，趁节日存点货，一大堆小样方便携带👍,2021-05-03 20:19:42,Null,Null,Null,True,1131822907057,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
37,轩***7,感觉不错第一次尝试，以后还会光临,2021-05-04 18:17:34,Null,Null,Null,True,1131523710393,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
38,林***畅,赠品很多 速度也很快。买护肤品还是认准官方旗舰店。,2021-05-05 20:01:38,Null,Null,Null,True,1130790292793,True,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
39,高***我,货已收到 一直都有咱家的产品 感觉特别好,2021-05-05 21:22:20,Null,Null,Null,True,1131694754899,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
40,t***8,此用户没有填写评论!,2021-05-10 12:38:55,很好用，倦容一用，精神换发，秒变精神小伙，好评,2021-05-10 12:42:36,2,True,1131392012634,False,乳液,化妆品净含量:50ml,欧莱雅男士脸部面霜劲能醒肤露补水润肤保湿霜护肤品擦脸油乳液男,tmall,https://detail.tmall.com/item.htm?id=527696492212&ns=1&abbucket=6
