index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,癖***5,美白效果：期待后续效果~  保湿控油效果：保湿效果不错 推开后不油 挺干爽的 质地手感：乳液质地 很好推开 吸收效果：推开后按摩一会就吸收了 皮肤也变得软软的 刚开始用期待后续更好的效果,2021-05-10 11:57:54,#我爱希思黎#整体都很不错😊,2021-05-14 16:47:24,5,True,1132693511066,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
2,萌***0,买的东西拆了塑封说是不能退（没有按压使用过）我认了，结果退回来被按压使用并且液体都出来了，说是找物流东西好不好不知道，售后真的太差了，就会推卸责任,2021-05-11 19:04:23,Null,Null,Null,True,1132017569929,False,乳液,化妆品净含量:60ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
3,陈***r,质地手感：明星产品 不用多说 第n次回购了 希望以后能多送赠品哦,2021-05-09 16:32:41,Null,Null,Null,True,1132603559181,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
4,吉***1,宝贝收到了，非常感谢，包装精美，以后就用你家的产品了！,2021-05-12 10:04:13,有赠品,2021-05-12 10:05:34,0,True,1132931967919,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
5,y***9,包装好紧致爱了 也很好用,2021-05-04 17:07:06,Null,Null,Null,True,1131923975539,False,乳液,化妆品净含量:60ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
6,好***啊,昨晚第一次使用，保湿很好，吸收也很好。不会像一般的护肤品一样吸收不了。我一直相信贵有贵的道理。喜欢。,2021-05-07 12:29:46,Null,Null,Null,True,1131897454762,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
7,r***术,此用户没有填写评论!,2021-03-30 20:47:53,还是找靠谱代购吧  送的赠品都是鸡肋  很难用的洗面奶还有百合水   找代购可以省几百块,2021-05-09 02:44:36,54,True,1132117610942,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
8,末***火,棒棒哒,2021-05-12 20:53:24,Null,Null,Null,True,1133017587855,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
9,t***5,相信旗舰店,2021-05-12 11:17:28,Null,Null,Null,True,1132080157725,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
10,c***8,此用户没有填写评论!,2020-11-26 21:34:44,用了好几瓶了 真的不错,2021-05-08 12:34:11,177,True,1131137904257,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
11,楠***你,老婆用这非常好，价格又实惠,2021-04-29 11:16:02,Null,Null,Null,True,1129992160755,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
12,猫***6,此用户没有填写评论!,2021-05-07 11:06:33,Null,Null,Null,True,1132422751063,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
13,全***哈,很好！,2021-04-28 19:46:56,Null,Null,Null,True,1130381137912,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
14,e***0,此用户没有填写评论!,2020-11-26 20:04:26,很好用，活动时候买跟免税店买价钱差不多,2021-04-30 23:00:43,170,True,1131487767590,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
15,t***7,"通过俊俊了解到的sisley,全能乳液get 起来，味道很不错的，我是干皮 使用起来特别舒服，真的很全能。会是我打算回购的产品。",2021-04-25 08:53:58,Null,Null,Null,True,1129479768123,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
16,何***兰,目前感受一般  过一段时间来追评,2021-04-30 10:01:31,Null,Null,Null,True,1130989934683,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
17,黑***宾,用了一段时间才来评论，相见恨晚，滋润不油腻也不紧绷，不致痘不搓泥～,2021-04-22 15:05:12,Null,Null,Null,True,1129590245243,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
18,四***l,这么多小样好划算呀&hellip;&hellip;自己买了一份帮朋友买了一份啦啦啦啦啦,2021-04-16 16:06:12,Null,Null,Null,True,1128840709038,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
19,l***y,此用户没有填写评论!,2020-11-21 13:30:04,万年囤货中，非常适合广州的秋冬使用！,2021-04-28 15:23:23,173,True,1129907308073,True,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
20,银***源,此用户没有填写评论!,2020-11-26 17:51:14,没什么特别明显的变化，但是够润,2021-05-10 12:54:22,179,True,1132700879775,False,乳液,化妆品净含量:125ml,【520礼物】Sisley希思黎 全能乳液 强韧维稳修护 舒缓保湿,tmall,https://detail.tmall.com/item.htm?id=534597828259&ns=1&abbucket=6
