index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,c***y,整体评价：味道不怎么奶思，但是滋润效果以及保湿能力也能让在南方低温的冬天生活的我保持皮肤顺滑不被风穿破皮,2021-01-08 23:58:09,Null,Null,Null,True,1119054955311,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
2,熟***m,在包装脏兮兮的，面霜用完没什么特别的感觉，白买了，外包装被扔掉了，要不然的话就要退货了,2021-03-24 06:59:57,Null,Null,Null,True,1125768837991,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
3,我***4,用的第二瓶这个面霜，很好用,2021-01-16 13:50:06,Null,Null,Null,True,1119183517641,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
4,w***u,很大一瓶，保湿效果很好，适合冬天用。,2020-12-17 22:03:18,Null,Null,Null,True,1116141839979,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
5,李***8,很好用，同事推荐的。,2020-12-16 09:20:19,Null,Null,Null,True,1115481326520,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
6,真***嘛,发货速度超快,2020-11-25 08:52:59,Null,Null,Null,True,1112052281357,False,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
7,m***g,太香 不太好用,2021-02-01 21:25:02,Null,Null,Null,True,1121883059344,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
8,q***4,买了寄回老家用，说是最近太干燥，希望有用,2021-01-09 13:53:27,Null,Null,Null,True,1118346801718,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
9,p***3,有点黏,2020-12-18 08:34:01,Null,Null,Null,True,1115801938796,True,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
10,y***l,好用！！！！！！！！！！,2020-07-16 08:19:38,Null,Null,Null,True,1092994982653,False,乳液,化妆品净含量:75ml,雅顿复合面霜75ml乳液面霜补水保湿滋润紧致护肤懒人霜女官方正品,tmall,https://detail.tmall.com/item.htm?id=606321753560&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6#detail
