index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,t***1,好评 很香。很润 吸收好 够清爽 推荐,2021-05-09 23:59:23,Null,Null,Null,True,1132650211583,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
2,喃***语,母亲节给妈妈买的 活动很划算 有小样赠送 大牌子用着也放心,2021-05-11 11:39:10,Null,Null,Null,True,1131958341678,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
3,t***4,敏感肌肤，前年开始用雅诗兰黛的乳液，一直不错，这次乳液没买到智妍的就换了这个，正好今天母亲节到货，就当送自己的母亲礼物了,2021-05-09 18:34:40,Null,Null,Null,True,1131758077615,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
4,b***1,等我用了再追评，目前感觉不刺激，乳液温和,2021-05-10 17:07:48,Null,Null,Null,True,1131877949724,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
5,凝***霜,味道超赞，滋润度夏季正好。,2021-05-11 15:26:09,Null,Null,Null,True,1131988813277,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
6,c***5,包装不错，试用了下感觉挺好，味道很香，好用会来回购,2021-05-11 23:05:19,Null,Null,Null,True,1131596712251,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
7,t***3,超爱雅诗兰黛  值得购买   赠品也超多  会好了再来评论,2021-05-02 00:17:50,Null,Null,Null,True,1130752785353,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
8,胖***1,感谢商家多多的赠品，很喜欢这个牌子，会一直用,2021-05-05 11:19:31,Null,Null,Null,True,1131143045426,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
9,g***9,包装高大上！特别喜欢！,2021-05-10 10:53:46,Null,Null,Null,True,1132273330276,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
10,m***3,雅诗兰黛这个包装盒也是很拉风的了~~,2021-05-12 13:37:10,Null,Null,Null,True,1131651876875,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
11,7***o,上次买了一瓶感觉效果不错，又回购了，期待更美白紧致弹润。,2021-05-05 13:51:47,Null,Null,Null,True,1130726668899,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
12,渔***0,很好用，很滋润,2021-05-14 10:25:14,Null,Null,Null,True,1132773478605,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
13,t***7,挺好的呢吸收很快！用完皮肤滑滑的效果！不知道是不是喜欢的人肖战代言的原因😄！因为以前一直用韩国的后或者日本的资深堂！现在支持肖战代言的雅诗兰黛,2021-05-01 08:46:17,Null,Null,Null,True,1130651361879,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
14,意***3,乳液好用，感觉不错，第一次用,2021-05-11 06:49:46,Null,Null,Null,True,1131482684680,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
15,d***g,新推出的入手试试，很不错，不厚重吸收也好,2021-05-11 13:10:34,Null,Null,Null,True,1132421590027,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
16,y***o,好用！Sk2骨胶原乳液的替代品,2021-05-10 22:01:31,Null,Null,Null,True,1132773619567,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
17,r***2,新品一出来立马下单，对于你这个黄皮来说希望能有美白的效果，质地像牛奶一样，送了好多小样很友好,2021-05-04 21:13:23,Null,Null,Null,True,1131541946386,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
18,春***季,小飞侠支持肖战代言,2021-05-13 08:28:57,Null,Null,Null,True,1133045335410,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
19,v***y,以前都是在实体店买的，第一次在旗舰买，体验很不错，下次还会来这买,2021-05-06 15:49:54,Null,Null,Null,True,1131794558213,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
20,从***q,用过脸滑滑嫩嫩的 好用好用好用 我爱雅诗兰黛 哇哈哈哈 ❤️,2021-04-29 22:47:14,Null,Null,Null,True,1131364895815,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
21,步***9,活动买的，挺划算的,2021-05-04 15:54:11,Null,Null,Null,True,1131913115295,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
22,竹***8,每次拆雅诗兰黛的时候就特别开心，特别有仪式感，每次都会有惊喜。,2021-05-04 16:02:20,Null,Null,Null,True,1131504686352,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
23,i***卞,自从肖战给我打开雅诗兰黛的大门之后，从此一发不可收拾，护肤底妆基本都由日系转雅诗兰黛了，好用,2021-05-03 22:01:48,Null,Null,Null,True,1130976177269,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
24,若***念,雅粉回购 一如既往的支持,2021-05-08 14:29:20,Null,Null,Null,True,1132047450462,False,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
25,l***雯,用后追评～,2021-05-05 15:58:07,Null,Null,Null,True,1130750112424,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
26,l***2,用后评价,2021-05-06 10:39:53,Null,Null,Null,True,1131297297178,True,乳液,化妆品净含量:100ml,【重磅新品】雅诗兰黛乳液 白胶原乳 美白紧致弹嫩 提亮轻盈质地,tmall,https://detail.tmall.com/item.htm?id=638400915838&ns=1&abbucket=6
